title,date,category,link
"Hiawatha Care Center Agreed to Pay $201,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-09-18,"Hiawatha Care Center Agreed to Pay $201,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/hiawatha-care-center-agreed-to-pay-201000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Guatemalan National Illegally Residing in the United States Indicted on Fraud Charges Related to the Sponsorship of Unaccompanied Alien Child,2025-09-18,Guatemalan National Illegally Residing in the United States Indicted on Fraud Charges Related to the Sponsorship of Unaccompanied Alien Child,https://oig.hhs.gov/fraud/enforcement/guatemalan-national-illegally-residing-in-the-united-states-indicted-on-fraud-charges-related-to-the-sponsorship-of-unaccompanied-alien-child/
Defendants Charged in First Wave of Housing Stabilization Fraud Cases,2025-09-18,Defendants Charged in First Wave of Housing Stabilization Fraud Cases,https://oig.hhs.gov/fraud/enforcement/defendants-charged-in-first-wave-of-housing-stabilization-fraud-cases/
"Couple arrested by AG Murrill's Office for defrauding Medicaid program of more than $59,000 and Filing or Maintaining False Public Records",2025-09-19,"Couple arrested by AG Murrill's Office for defrauding Medicaid program of more than $59,000 and Filing or Maintaining False Public Records",https://oig.hhs.gov/fraud/enforcement/couple-arrested-by-ag-murrills-office-for-defrauding-medicaid-program-of-more-than-59000-and-filing-or-maintaining-false-public-records/
"SMP Health St. Raphael Agreed to Pay $233,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-09-19,"SMP Health St. Raphael Agreed to Pay $233,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/smp-health-st-raphael-agreed-to-pay-233000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Marketer Sentenced for $11.5M Genetic Testing Fraud and Kickback Scheme,2025-09-19,Marketer Sentenced for $11.5M Genetic Testing Fraud and Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/marketer-sentenced-for-115m-genetic-testing-fraud-and-kickback-scheme/
"Our Community Pharmacy and Candida Webb Agreed to Pay $100,000 and Be Excluded for 5 Years for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Beneficiaries",2025-09-19,"Our Community Pharmacy and Candida Webb Agreed to Pay $100,000 and Be Excluded for 5 Years for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Beneficiaries",https://oig.hhs.gov/fraud/enforcement/our-community-pharmacy-and-candida-webb-agreed-to-pay-100000-and-be-excluded-for-5-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-beneficiaries/
"Davidson County Caregiver Arrested, Charged with Theft, Identity Theft, and Financial Exploitation of an Elderly or Vulnerable Person",2025-09-22,"Davidson County Caregiver Arrested, Charged with Theft, Identity Theft, and Financial Exploitation of an Elderly or Vulnerable Person",https://oig.hhs.gov/fraud/enforcement/davidson-county-caregiver-arrested-charged-with-theft-identity-theft-and-financial-exploitation-of-an-elderly-or-vulnerable-person/
Fresno County Podiatrist and Sales Representative Plead Guilty to Conspiracy to Submit False Claims Related to Skin Grafts,2025-09-22,Fresno County Podiatrist and Sales Representative Plead Guilty to Conspiracy to Submit False Claims Related to Skin Grafts,https://oig.hhs.gov/fraud/enforcement/fresno-county-podiatrist-and-sales-representative-plead-guilty-to-conspiracy-to-submit-false-claims-related-to-skin-grafts/
Physician Sentenced to 14 Years for Illegal Distribution of Opioids and Health Care Fraud Conspiracies,2025-09-23,Physician Sentenced to 14 Years for Illegal Distribution of Opioids and Health Care Fraud Conspiracies,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-to-14-years-for-illegal-distribution-of-opioids-and-health-care-fraud-conspiracies/
Justice Department Expands Health Care Fraud Unit to Target Health Care Fraud in Massachusetts,2025-09-23,Justice Department Expands Health Care Fraud Unit to Target Health Care Fraud in Massachusetts,https://oig.hhs.gov/fraud/enforcement/justice-department-expands-health-care-fraud-unit-to-target-health-care-fraud-in-massachusetts/
"Keith Myers Agreed to Pay $250,000 for Allegedly Violating the Civil Monetary Penalties Law by Causing False Claims, Records, and Statements Related to Federally Funded COVID-19 Vaccines",2025-09-23,"Keith Myers Agreed to Pay $250,000 for Allegedly Violating the Civil Monetary Penalties Law by Causing False Claims, Records, and Statements Related to Federally Funded COVID-19 Vaccines",https://oig.hhs.gov/fraud/enforcement/keith-myers-agreed-to-pay-250000-for-allegedly-violating-the-civil-monetary-penalties-law-by-causing-false-claims-records-and-statements-related-to-federally-funded-covid-19-vaccines/
"Essex County Man Charged with Submitting Thousands of False Bills to Medicaid, Stealing More than $3 Million",2025-09-23,"Essex County Man Charged with Submitting Thousands of False Bills to Medicaid, Stealing More than $3 Million",https://oig.hhs.gov/fraud/enforcement/essex-county-man-charged-with-submitting-thousands-of-false-bills-to-medicaid-stealing-more-than-3-million/
"David Boguslavsky, MD and Premier Medical Acupuncture Agreed to Pay $581,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Bundled Services that Included Drugs that Were Not Purchased",2025-09-24,"David Boguslavsky, MD and Premier Medical Acupuncture Agreed to Pay $581,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Bundled Services that Included Drugs that Were Not Purchased",https://oig.hhs.gov/fraud/enforcement/david-boguslavsky-md-and-premier-medical-acupuncture-agreed-to-pay-581000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-bundled-services-that-included-drugs-that-were-not-purchased/
Attorney General Ellison Partners With Federal Law Enforcement In Medicaid Fraud Charges Against Asha Hassan,2025-09-24,Attorney General Ellison Partners With Federal Law Enforcement In Medicaid Fraud Charges Against Asha Hassan,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-partners-with-federal-law-enforcement-in-medicaid-fraud-charges-against-asha-hassan/
Houston woman arrested by AG Murrill's Louisiana Bureau of Investigation for defrauding Medicaid program of approximately $4600,2025-09-24,Houston woman arrested by AG Murrill's Louisiana Bureau of Investigation for defrauding Medicaid program of approximately $4600,https://oig.hhs.gov/fraud/enforcement/houston-woman-arrested-by-ag-murrills-louisiana-bureau-of-investigation-for-defrauding-medicaid-program-of-approximately-4600/
Attorney General James Uthmeier Announces $3 Million Settlement Agreement With Gilead Sciences To Resolve Improper Promotion Of HIV Drugs,2025-09-24,Attorney General James Uthmeier Announces $3 Million Settlement Agreement With Gilead Sciences To Resolve Improper Promotion Of HIV Drugs,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-uthmeier-announces-3-million-settlement-agreement-with-gilead-sciences-to-resolve-improper-promotion-of-hiv-drugs/
"Southfield Doctor Sentenced to Six Years in Prison for Illegally Prescribing More Than 200,000 Opioid pills worth more than $5.2 million",2025-09-24,"Southfield Doctor Sentenced to Six Years in Prison for Illegally Prescribing More Than 200,000 Opioid pills worth more than $5.2 million",https://oig.hhs.gov/fraud/enforcement/southfield-doctor-sentenced-to-six-years-in-prison-for-illegally-prescribing-more-than-200000-opioid-pills-worth-more-than-52-million/
Reno Doctor Arrested And Indicted For Health Care Fraud,2025-09-24,Reno Doctor Arrested And Indicted For Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/reno-doctor-arrested-and-indicted-for-health-care-fraud/
First Defendant Charged in Autism Fraud Scheme,2025-09-24,First Defendant Charged in Autism Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/first-defendant-charged-in-autism-fraud-scheme/
Pharmacy Owner and Pharmacists Sentenced for Pill Mill Scheme Involving Hundreds of Thousands of Opioid Pills,2025-09-25,Pharmacy Owner and Pharmacists Sentenced for Pill Mill Scheme Involving Hundreds of Thousands of Opioid Pills,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-and-pharmacists-sentenced-for-pill-mill-scheme-involving-hundreds-of-thousands-of-opioid-pills/
Attorney General Alan Wilson Announces Rock Hill Counselor Charged With Medicaid Fraud,2025-09-25,Attorney General Alan Wilson Announces Rock Hill Counselor Charged With Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-rock-hill-counselor-charged-with-medicaid-fraud/
"Attorney General Alan Wilson Announces Union Woman Charged With Stealing More Than $54,000 From Assisted Living Resident",2025-09-26,"Attorney General Alan Wilson Announces Union Woman Charged With Stealing More Than $54,000 From Assisted Living Resident",https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-union-woman-charged-with-stealing-more-than-54000-from-assisted-living-resident/
Owner of Mail Order Pharmacies Settles False Claims Act Investigation Involving Allegations of Fraudulent Billing Practices and Kickbacks,2025-09-26,Owner of Mail Order Pharmacies Settles False Claims Act Investigation Involving Allegations of Fraudulent Billing Practices and Kickbacks,https://oig.hhs.gov/fraud/enforcement/owner-of-mail-order-pharmacies-settles-false-claims-act-investigation-involving-allegations-of-fraudulent-billing-practices-and-kickbacks/
Semler Scientific Inc. and Bard Peripheral Vascular Inc. to Pay Nearly $37 Million to Resolve False Claims Act Allegations Relating to FloChec and QuantaFlo Devices,2025-09-26,Semler Scientific Inc. and Bard Peripheral Vascular Inc. to Pay Nearly $37 Million to Resolve False Claims Act Allegations Relating to FloChec and QuantaFlo Devices,https://oig.hhs.gov/fraud/enforcement/semler-scientific-inc-and-bard-peripheral-vascular-inc-to-pay-nearly-37m-to-resolve-false-claims-act-allegations-relating-to-flochec-and-quantaflo-devices/
"Attorney General Alan Wilson announces Spartanburg man charged with stealing nearly $275,000 from nursing home resident",2025-09-26,"Attorney General Alan Wilson announces Spartanburg man charged with stealing nearly $275,000 from nursing home resident",https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-spartanburg-man-charged-with-stealing-nearly-275000-from-nursing-home-resident/
Attorney General Griffin Announces Conviction of Little Rock Woman for Medicaid Fraud,2025-09-26,Attorney General Griffin Announces Conviction of Little Rock Woman for Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-griffin-announces-conviction-of-little-rock-woman-for-medicaid-fraud/
"University of Mississippi Medical Center Agreed to Pay $271,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2025-09-26,"University of Mississippi Medical Center Agreed to Pay $271,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/university-of-mississippi-medical-center-agreed-to-pay-271000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"AccuCare Home Health Services Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-09-29,"AccuCare Home Health Services Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/accucare-home-health-services-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Symphony Crestwood, Symphony Chicago West, and Symphony Midway Agreed to Pay $107,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-09-29,"Symphony Crestwood, Symphony Chicago West, and Symphony Midway Agreed to Pay $107,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/symphony-crestwood-symphony-chicago-west-and-symphony-midway-agreed-to-pay-107000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Five San Fernando Valley Street Gang Affiliates Arrested on Federal Complaint Alleging Murder-for-Hire Plot Against Local Crime Boss,2025-09-30,Five San Fernando Valley Street Gang Affiliates Arrested on Federal Complaint Alleging Murder-for-Hire Plot Against Local Crime Boss,https://oig.hhs.gov/fraud/enforcement/five-san-fernando-valley-street-gang-affiliates-arrested-on-federal-complaint-alleging-murder-for-hire-plot-against-local-crime-boss/
Bethel Psychologist Charged with Medicaid Fraud,2025-10-01,Bethel Psychologist Charged with Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/bethel-psychologist-charged-with-medicaid-fraud/
"AG Sunday: Philadelphia Pharmacy Pleads Guilty, Will Pay $2.3M Restitution for Medicaid Fraud Scheme Involving Unregulated HIV Meds",2025-10-01,"AG Sunday: Philadelphia Pharmacy Pleads Guilty, Will Pay $2.3M Restitution for Medicaid Fraud Scheme Involving Unregulated HIV Meds",https://oig.hhs.gov/fraud/enforcement/ag-sunday-philadelphia-pharmacy-pleads-guilty-will-pay-23m-restitution-for-medicaid-fraud-scheme-involving-unregulated-hiv-meds/
Clinic Owner Arrested In Multimillion-Dollar Fraud Scheme Involving Non-Existent Psychotherapy Services,2025-10-01,Clinic Owner Arrested In Multimillion-Dollar Fraud Scheme Involving Non-Existent Psychotherapy Services,https://oig.hhs.gov/fraud/enforcement/clinic-owner-arrested-in-multimillion-dollar-fraud-scheme-involving-non-existent-psychotherapy-services/
